Price,Close,High,Low,Open,Volume
Ticker,^IXIC,^IXIC,^IXIC,^IXIC,^IXIC
Datetime,,,,,
2025-03-20 19:30:00+00:00,17688.783203125,17721.78515625,17649.388671875,17649.75,489298000
2025-03-21 13:30:00+00:00,17583.669921875,17606.787109375,17479.62109375,17515.90234375,0
2025-03-21 14:30:00+00:00,17569.00390625,17645.171875,17548.841796875,17584.65625,697354000
2025-03-21 15:30:00+00:00,17676.609375,17693.984375,17539.3125,17567.49609375,577580000
2025-03-21 16:30:00+00:00,17658.49609375,17722.7109375,17651.12890625,17678.46484375,543677000
2025-03-21 17:30:00+00:00,17674.455078125,17720.615234375,17644.017578125,17658.85546875,452760000
2025-03-21 18:30:00+00:00,17671.939453125,17713.861328125,17652.923828125,17674.78125,516430000
2025-03-21 19:30:00+00:00,17787.185546875,17797.8359375,17663.958984375,17672.021484375,660265000
2025-03-24 13:30:00+00:00,18138.8515625,18143.00390625,18033.619140625,18045.58203125,0
2025-03-24 14:30:00+00:00,18151.421875,18167.4375,18120.861328125,18138.728515625,758554000
2025-03-24 15:30:00+00:00,18137.078125,18167.84765625,18124.09765625,18151.42578125,593759000
2025-03-24 16:30:00+00:00,18136.33203125,18155.48828125,18113.58203125,18135.234375,484114000
2025-03-24 17:30:00+00:00,18133.828125,18145.2109375,18113.033203125,18136.736328125,495853000
2025-03-24 18:30:00+00:00,18168.998046875,18185.021484375,18120.115234375,18134.205078125,550274000
2025-03-24 19:30:00+00:00,18180.26953125,18208.20703125,18162.388671875,18170.603515625,546389000
2025-03-25 13:30:00+00:00,18243.7734375,18243.7734375,18171.19921875,18209.333984375,0
2025-03-25 14:30:00+00:00,18264.201171875,18280.44921875,18219.333984375,18244.05078125,755170000
2025-03-25 15:30:00+00:00,18228.544921875,18264.259765625,18226.1328125,18262.689453125,581222000
2025-03-25 16:30:00+00:00,18206.255859375,18272.79296875,18205.65625,18228.75,471118000
2025-03-25 17:30:00+00:00,18230.501953125,18251.857421875,18207.69921875,18207.69921875,414407000
2025-03-25 18:30:00+00:00,18229.6796875,18241.669921875,18208.50390625,18233.154296875,456166000
2025-03-25 19:30:00+00:00,18272.16015625,18273.861328125,18229.630859375,18229.869140625,509978000
2025-03-26 13:30:00+00:00,18058.6484375,18236.552734375,18008.130859375,18213.76953125,0
2025-03-26 14:30:00+00:00,18055.736328125,18098.419921875,18039.9453125,18057.75,1133979000
2025-03-26 15:30:00+00:00,17994.333984375,18076.6640625,17961.349609375,18056.65625,1105468000
2025-03-26 16:30:00+00:00,17914.603515625,18005.107421875,17907.30859375,17993.759765625,915952000
2025-03-26 17:30:00+00:00,17917.611328125,17925.142578125,17865.408203125,17912.595703125,772047000
2025-03-26 18:30:00+00:00,17849.244140625,17925.466796875,17837.40234375,17916.49609375,717827000
2025-03-26 19:30:00+00:00,17899.16796875,17909.6953125,17846.140625,17850.583984375,585113000
2025-03-27 13:30:00+00:00,17912.580078125,17912.580078125,17746.638671875,17818.755859375,0
2025-03-27 14:30:00+00:00,17932.935546875,17986.552734375,17907.345703125,17916.50390625,963201000
2025-03-27 15:30:00+00:00,17882.125,17945.9765625,17851.880859375,17925.8125,714870000
2025-03-27 16:30:00+00:00,17814.533203125,17906.39453125,17811.955078125,17883.533203125,547150000
2025-03-27 17:30:00+00:00,17857.552734375,17878.564453125,17810.263671875,17813.265625,519780000
2025-03-27 18:30:00+00:00,17910.267578125,17926.087890625,17847.388671875,17856.763671875,540473000
2025-03-27 19:30:00+00:00,17799.099609375,17910.0,17788.935546875,17910.0,532370000
2025-03-28 13:30:00+00:00,17474.69921875,17763.275390625,17471.326171875,17721.1640625,0
2025-03-28 14:30:00+00:00,17442.080078125,17491.572265625,17404.33984375,17476.88671875,881688000
2025-03-28 15:30:00+00:00,17362.53515625,17470.943359375,17347.275390625,17440.34765625,698113000
2025-03-28 16:30:00+00:00,17310.25,17387.46875,17303.01171875,17361.57421875,550068000
2025-03-28 17:30:00+00:00,17341.5859375,17371.578125,17301.70703125,17309.775390625,488212000
2025-03-28 18:30:00+00:00,17315.736328125,17354.146484375,17309.8046875,17341.494140625,516717000
2025-03-28 19:30:00+00:00,17320.306640625,17338.826171875,17284.228515625,17318.298828125,568754000
2025-03-31 13:30:00+00:00,16929.900390625,17050.484375,16857.09765625,17050.484375,0
2025-03-31 14:30:00+00:00,17046.48828125,17080.037109375,16932.767578125,16932.767578125,914496000
2025-03-31 15:30:00+00:00,17142.57421875,17143.326171875,17033.56640625,17048.0234375,647997000
2025-03-31 16:30:00+00:00,17108.30078125,17161.708984375,17081.404296875,17140.509765625,506789000
2025-03-31 17:30:00+00:00,17224.712890625,17225.921875,17078.474609375,17108.716796875,514841000
2025-03-31 18:30:00+00:00,17220.8515625,17281.267578125,17206.2265625,17225.505859375,650942000
2025-03-31 19:30:00+00:00,17284.9453125,17334.01953125,17215.0859375,17221.310546875,607485000
2025-04-01 13:30:00+00:00,17216.54296875,17322.46875,17150.29296875,17216.173828125,0
2025-04-01 14:30:00+00:00,17429.642578125,17461.58984375,17213.38671875,17213.38671875,1002959000
2025-04-01 15:30:00+00:00,17430.31640625,17506.4921875,17406.330078125,17427.908203125,737969000
2025-04-01 16:30:00+00:00,17391.712890625,17453.419921875,17377.154296875,17432.17578125,601711000
2025-04-01 17:30:00+00:00,17277.6953125,17425.85546875,17264.048828125,17390.591796875,600470000
2025-04-01 18:30:00+00:00,17344.322265625,17364.779296875,17266.767578125,17276.802734375,644354000
2025-04-01 19:30:00+00:00,17448.95703125,17464.96875,17336.65234375,17341.12890625,557230000
2025-04-02 13:30:00+00:00,17436.978515625,17457.724609375,17181.40234375,17204.5546875,0
2025-04-02 14:30:00+00:00,17533.96875,17549.32421875,17412.14453125,17433.052734375,1099542000
2025-04-02 15:30:00+00:00,17610.951171875,17611.529296875,17468.365234375,17531.3671875,804859000
2025-04-02 16:30:00+00:00,17672.833984375,17716.19140625,17586.083984375,17611.830078125,738123000
2025-04-02 17:30:00+00:00,17475.474609375,17671.548828125,17475.474609375,17671.548828125,596769000
2025-04-02 18:30:00+00:00,17542.04296875,17560.65234375,17470.396484375,17470.69140625,609549000
2025-04-02 19:30:00+00:00,17598.099609375,17630.123046875,17529.29296875,17530.01953125,570462000
2025-04-03 13:30:00+00:00,16759.08984375,16889.34375,16708.740234375,16794.974609375,0
2025-04-03 14:30:00+00:00,16669.62109375,16773.3828125,16571.83203125,16762.83203125,1220339000
2025-04-03 15:30:00+00:00,16807.775390625,16819.78515625,16670.830078125,16670.830078125,831686000
2025-04-03 16:30:00+00:00,16697.0859375,16821.60546875,16683.8671875,16813.61328125,645113000
2025-04-03 17:30:00+00:00,16634.166015625,16745.099609375,16620.9296875,16696.3125,617586000
2025-04-03 18:30:00+00:00,16589.62109375,16704.1484375,16586.208984375,16633.376953125,843542000
2025-04-03 19:30:00+00:00,16546.35546875,16614.466796875,16533.7890625,16585.8125,674499000
2025-04-04 13:30:00+00:00,15842.072265625,16128.1298828125,15842.072265625,16053.638671875,0
2025-04-04 14:30:00+00:00,15899.0234375,16065.0068359375,15591.697265625,15850.0048828125,1589965000
2025-04-04 15:30:00+00:00,15745.388671875,15961.0029296875,15731.1015625,15896.0595703125,878724000
2025-04-04 16:30:00+00:00,15714.751953125,15813.013671875,15631.16015625,15741.828125,749901000
2025-04-04 17:30:00+00:00,15675.841796875,15889.8388671875,15666.5732421875,15707.7099609375,754537000
2025-04-04 18:30:00+00:00,15753.7919921875,15788.001953125,15576.57421875,15674.66015625,840343000
2025-04-04 19:30:00+00:00,15592.03125,15865.74609375,15582.083984375,15749.99609375,714328000
2025-04-07 13:30:00+00:00,15437.7392578125,16292.27734375,14786.373046875,14982.0712890625,0
2025-04-07 14:30:00+00:00,15268.138671875,15802.9580078125,15250.4296875,15448.0390625,1735252000
2025-04-07 15:30:00+00:00,15438.2265625,15572.623046875,15267.470703125,15267.470703125,1102470000
2025-04-07 16:30:00+00:00,15650.7578125,15656.4501953125,15293.748046875,15438.1591796875,906830000
2025-04-07 17:30:00+00:00,15611.439453125,15802.63671875,15556.0009765625,15654.4609375,852525000
2025-04-07 18:30:00+00:00,15479.521484375,15746.3662109375,15458.9560546875,15609.4306640625,839881000
2025-04-07 19:30:00+00:00,15594.212890625,15674.4052734375,15476.6884765625,15479.912109375,665339000
2025-04-08 13:30:00+00:00,16261.400390625,16312.26171875,16080.8525390625,16178.1171875,0
2025-04-08 14:30:00+00:00,15960.34375,16284.587890625,15960.34375,16261.8115234375,1181137000
2025-04-08 15:30:00+00:00,15885.75,16086.703125,15823.6357421875,15960.5283203125,810098000
2025-04-08 16:30:00+00:00,15507.0966796875,15905.37890625,15504.9189453125,15889.091796875,999639000
2025-04-08 17:30:00+00:00,15517.1943359375,15727.77734375,15491.697265625,15500.0,716930000
2025-04-08 18:30:00+00:00,15304.982421875,15673.1767578125,15188.044921875,15521.61328125,899997000
2025-04-08 19:30:00+00:00,15282.0263671875,15297.5224609375,15054.626953125,15294.822265625,725110000
2025-04-09 13:30:00+00:00,15478.3466796875,15613.9599609375,15276.5078125,15285.5380859375,0
2025-04-09 14:30:00+00:00,15430.9638671875,15571.11328125,15275.2421875,15480.84375,1271543000
2025-04-09 15:30:00+00:00,15471.27734375,15510.6396484375,15313.6123046875,15432.85546875,887929000
2025-04-09 16:30:00+00:00,16313.7978515625,16651.546875,15458.123046875,15472.658203125,1142314000
2025-04-09 17:30:00+00:00,16903.900390625,16941.166015625,16308.45703125,16347.9033203125,2007463000
2025-04-09 18:30:00+00:00,16996.33984375,17034.068359375,16591.568359375,16901.396484375,1351624000
2025-04-09 19:30:00+00:00,17105.29296875,17201.267578125,16973.837890625,16998.10546875,880123000
2025-04-10 13:30:00+00:00,16540.982421875,16707.95703125,16453.962890625,16645.671875,0
2025-04-10 14:30:00+00:00,16369.30859375,16658.14453125,16367.9755859375,16535.5703125,1142955000
2025-04-10 15:30:00+00:00,15961.7705078125,16381.91796875,15895.8876953125,16369.080078125,1080449000
2025-04-10 16:30:00+00:00,16213.3876953125,16387.0,15964.07421875,15964.07421875,965847000
2025-04-10 17:30:00+00:00,16503.7890625,16512.326171875,16186.3125,16203.5302734375,823358000
2025-04-10 18:30:00+00:00,16310.1005859375,16543.865234375,16310.1005859375,16514.40234375,849021000
2025-04-10 19:30:00+00:00,16390.873046875,16442.123046875,16178.7412109375,16302.69921875,724876000
2025-04-11 13:30:00+00:00,16245.970703125,16547.55078125,16234.515625,16361.1728515625,1859106000
2025-04-11 14:30:00+00:00,16349.4169921875,16469.533203125,16235.287109375,16235.287109375,1095350000
2025-04-11 15:30:00+00:00,16476.28125,16531.267578125,16329.6337890625,16341.755859375,719808000
2025-04-11 16:30:00+00:00,16547.05078125,16667.333984375,16481.853515625,16481.853515625,661104000
2025-04-11 17:30:00+00:00,16654.66796875,16752.8359375,16515.509765625,16547.353515625,748780000
2025-04-11 18:30:00+00:00,16710.2578125,16739.13671875,16623.001953125,16654.03515625,753986000
2025-04-11 19:30:00+00:00,16716.591796875,16746.181640625,16671.7109375,16706.0859375,611407000
2025-04-14 13:30:00+00:00,17003.326171875,17131.447265625,16886.673828125,17114.16015625,0
2025-04-14 14:30:00+00:00,16845.66796875,17051.50390625,16844.515625,17001.828125,1262798000
2025-04-14 15:30:00+00:00,16717.89453125,16879.69140625,16664.97265625,16844.416015625,1268044000
2025-04-14 16:30:00+00:00,16774.849609375,16818.458984375,16696.966796875,16716.8046875,829130000
2025-04-14 17:30:00+00:00,16879.728515625,16884.021484375,16746.87109375,16775.8984375,626823000
2025-04-14 18:30:00+00:00,16923.263671875,16969.853515625,16873.09765625,16879.06640625,638274000
2025-04-14 19:30:00+00:00,16825.94921875,16956.20703125,16820.89453125,16926.7265625,600018000
2025-04-15 13:30:00+00:00,16827.671875,16978.6328125,16797.912109375,16843.181640625,0
2025-04-15 14:30:00+00:00,16873.359375,16934.486328125,16827.123046875,16827.123046875,794519000
2025-04-15 15:30:00+00:00,16914.435546875,16931.173828125,16847.20703125,16874.162109375,618510000
2025-04-15 16:30:00+00:00,16784.25390625,16923.556640625,16774.5,16914.78125,532383000
2025-04-15 17:30:00+00:00,16777.884765625,16835.5703125,16753.21484375,16783.1953125,657388000
2025-04-15 18:30:00+00:00,16814.1171875,16846.599609375,16776.724609375,16776.724609375,778764000
2025-04-15 19:30:00+00:00,16826.388671875,16838.556640625,16784.619140625,16816.224609375,580638000
2025-04-16 13:30:00+00:00,16506.1171875,16568.755859375,16429.623046875,16505.955078125,1980140000
2025-04-16 14:30:00+00:00,16580.32421875,16598.75390625,16477.88671875,16503.873046875,913278000
2025-04-16 15:30:00+00:00,16477.865234375,16579.08984375,16452.125,16579.08984375,697415000
2025-04-16 16:30:00+00:00,16477.74609375,16499.416015625,16429.77734375,16476.822265625,548243000
2025-04-16 17:30:00+00:00,16264.4404296875,16477.751953125,16211.53515625,16477.751953125,741870000
2025-04-16 18:30:00+00:00,16080.3134765625,16266.6455078125,16066.4619140625,16263.765625,679711000
2025-04-16 19:30:00+00:00,16308.20703125,16317.130859375,16084.3662109375,16084.3662109375,680946000
2025-04-17 13:30:00+00:00,16232.8037109375,16402.28515625,16231.2392578125,16402.28515625,0
2025-04-17 14:30:00+00:00,16248.0810546875,16327.4892578125,16181.173828125,16234.3173828125,831631000
2025-04-17 15:30:00+00:00,16341.333984375,16350.91015625,16234.384765625,16252.0126953125,640839000
2025-04-17 16:30:00+00:00,16276.802734375,16368.697265625,16276.802734375,16341.72265625,550841000
2025-04-17 17:30:00+00:00,16376.6416015625,16408.5078125,16277.8076171875,16278.509765625,531677000
2025-04-17 18:30:00+00:00,16282.216796875,16405.21484375,16261.2119140625,16381.38671875,571494000
2025-04-17 19:30:00+00:00,16287.962890625,16322.4208984375,16244.0771484375,16280.9326171875,519632000
2025-04-21 13:30:00+00:00,15861.212890625,16065.3203125,15850.380859375,16049.0341796875,0
2025-04-21 14:30:00+00:00,15812.0087890625,15916.279296875,15805.0810546875,15862.427734375,764132000
2025-04-21 15:30:00+00:00,15777.9345703125,15812.091796875,15748.70703125,15809.212890625,573383000
2025-04-21 16:30:00+00:00,15725.3994140625,15829.7431640625,15717.5537109375,15778.1767578125,503233000
2025-04-21 17:30:00+00:00,15729.8291015625,15746.1259765625,15687.935546875,15725.6396484375,460268000
2025-04-21 18:30:00+00:00,15746.8994140625,15773.548828125,15685.3349609375,15732.205078125,532837000
2025-04-21 19:30:00+00:00,15871.4912109375,15895.9052734375,15749.9931640625,15752.71484375,536699000
2025-04-22 13:30:00+00:00,16175.8134765625,16207.4873046875,16039.1025390625,16067.7041015625,0
2025-04-22 14:30:00+00:00,16250.0029296875,16276.9033203125,16151.2568359375,16175.6494140625,799161000
2025-04-22 15:30:00+00:00,16396.181640625,16409.833984375,16191.4736328125,16249.4404296875,698014000
2025-04-22 16:30:00+00:00,16182.0009765625,16403.5546875,16173.7421875,16396.193359375,573633000
2025-04-22 17:30:00+00:00,16261.685546875,16266.5478515625,16151.357421875,16178.3896484375,437167000
2025-04-22 18:30:00+00:00,16198.8388671875,16305.205078125,16195.328125,16261.8671875,513364000
2025-04-22 19:30:00+00:00,16300.4658203125,16312.455078125,16177.310546875,16190.3896484375,503441000
2025-04-23 13:30:00+00:00,16968.681640625,16992.81640625,16816.779296875,16871.033203125,0
2025-04-23 14:30:00+00:00,16797.9453125,17029.564453125,16779.21484375,16966.234375,1123585000
2025-04-23 15:30:00+00:00,16731.5390625,16830.9453125,16660.994140625,16803.42578125,856008000
2025-04-23 16:30:00+00:00,16812.330078125,16845.404296875,16723.78515625,16731.4921875,561580000
2025-04-23 17:30:00+00:00,16772.337890625,16839.44140625,16754.1953125,16812.658203125,482968000
2025-04-23 18:30:00+00:00,16683.15625,16803.37890625,16667.341796875,16776.654296875,563310000
2025-04-23 19:30:00+00:00,16704.21875,16749.130859375,16642.6640625,16684.0703125,561154000
2025-04-24 13:30:00+00:00,16992.6953125,16992.6953125,16747.62109375,16755.083984375,0
2025-04-24 14:30:00+00:00,16996.611328125,17046.2421875,16951.189453125,16988.953125,978874000
2025-04-24 15:30:00+00:00,17060.38671875,17068.783203125,16980.279296875,16998.001953125,724811000
2025-04-24 16:30:00+00:00,17090.646484375,17108.099609375,17051.546875,17059.86328125,585363000
2025-04-24 17:30:00+00:00,17118.677734375,17122.9453125,17064.640625,17090.97265625,529065000
2025-04-24 18:30:00+00:00,17084.21875,17158.755859375,17071.494140625,17117.7421875,634144000
2025-04-24 19:30:00+00:00,17165.359375,17174.349609375,17082.353515625,17085.46484375,569609000
2025-04-25 13:30:00+00:00,17145.97265625,17263.595703125,17111.85546875,17186.869140625,0
2025-04-25 14:30:00+00:00,17224.677734375,17258.40625,17121.95703125,17154.44140625,837005000
2025-04-25 15:30:00+00:00,17281.10546875,17284.830078125,17192.587890625,17222.728515625,635114000
2025-04-25 16:30:00+00:00,17399.953125,17404.462890625,17274.802734375,17280.59765625,576489000
2025-04-25 17:30:00+00:00,17339.41796875,17396.03125,17241.853515625,17396.03125,613777000
2025-04-25 18:30:00+00:00,17339.912109375,17377.04296875,17335.3046875,17339.115234375,596484000
2025-04-25 19:30:00+00:00,17378.353515625,17387.287109375,17306.396484375,17333.4765625,564323000
2025-04-28 13:30:00+00:00,17340.1640625,17465.4375,17298.27734375,17390.845703125,0
2025-04-28 14:30:00+00:00,17171.37890625,17379.478515625,17169.888671875,17344.318359375,1998296000
2025-04-28 15:30:00+00:00,17141.732421875,17234.5859375,17133.28515625,17172.17578125,1379726000
2025-04-28 16:30:00+00:00,17140.8515625,17207.98046875,17129.154296875,17145.044921875,1172638000
2025-04-28 17:30:00+00:00,17257.4375,17265.087890625,17135.51171875,17141.1796875,722459000
2025-04-28 18:30:00+00:00,17341.916015625,17348.171875,17242.328125,17257.53125,644093000
2025-04-28 19:30:00+00:00,17365.591796875,17406.447265625,17332.75,17338.880859375,646447000
2025-04-29 13:30:00+00:00,17328.46875,17422.421875,17256.798828125,17271.830078125,0
2025-04-29 14:30:00+00:00,17378.3125,17420.93359375,17327.306640625,17327.306640625,1803103000
2025-04-29 15:30:00+00:00,17397.078125,17425.169921875,17339.357421875,17378.359375,976128000
2025-04-29 16:30:00+00:00,17388.9375,17412.849609375,17320.14453125,17398.150390625,975766000
2025-04-29 17:30:00+00:00,17489.93359375,17497.20703125,17387.302734375,17388.197265625,920336000
2025-04-29 18:30:00+00:00,17462.29296875,17500.341796875,17453.96484375,17490.607421875,626801000
2025-04-29 19:30:00+00:00,17459.732421875,17486.048828125,17437.451171875,17465.455078125,568966000
2025-04-30 13:30:00+00:00,17135.01171875,17136.4921875,16959.943359375,17101.666015625,0
2025-04-30 14:30:00+00:00,17221.689453125,17241.080078125,17099.97265625,17135.875,956304000
2025-04-30 15:30:00+00:00,17192.27734375,17268.3984375,17183.103515625,17222.896484375,693412000
2025-04-30 16:30:00+00:00,17247.640625,17249.72265625,17153.9453125,17191.40625,584036000
2025-04-30 17:30:00+00:00,17281.474609375,17350.095703125,17242.759765625,17246.3671875,588355000
2025-04-30 18:30:00+00:00,17272.013671875,17308.244140625,17246.671875,17282.001953125,576026000
2025-04-30 19:30:00+00:00,17427.060546875,17483.82421875,17265.900390625,17272.0546875,598180000
2025-05-01 13:30:00+00:00,17810.41015625,17813.408203125,17701.1953125,17795.31640625,0
2025-05-01 14:30:00+00:00,17879.94140625,17922.23046875,17791.3828125,17811.57421875,988596000
2025-05-01 15:30:00+00:00,17781.669921875,17885.017578125,17734.212890625,17885.017578125,844147000
2025-05-01 16:30:00+00:00,17803.27734375,17831.423828125,17738.888671875,17781.52734375,772093000
2025-05-01 17:30:00+00:00,17819.298828125,17840.169921875,17756.59375,17803.65625,606140000
2025-05-01 18:30:00+00:00,17829.421875,17849.544921875,17794.798828125,17819.27734375,570580000
2025-05-01 19:30:00+00:00,17699.859375,17831.849609375,17688.28515625,17830.4375,563687000
2025-05-02 13:30:00+00:00,17958.408203125,17959.61328125,17816.111328125,17869.6875,1580667620
2025-05-02 14:30:00+00:00,17926.978515625,17980.458984375,17914.134765625,17957.93359375,988634000
2025-05-02 15:30:00+00:00,18009.701171875,18037.7734375,17915.89453125,17923.712890625,790891000
2025-05-02 16:30:00+00:00,17995.83203125,18048.748046875,17981.24609375,18010.642578125,624771000
2025-05-02 17:30:00+00:00,18023.96484375,18035.861328125,17987.681640625,17995.068359375,550784000
2025-05-02 18:30:00+00:00,17996.00390625,18046.408203125,17959.0078125,18024.20703125,622583000
2025-05-02 19:30:00+00:00,17972.708984375,17995.7578125,17935.80859375,17995.7578125,584511000
2025-05-05 13:30:00+00:00,17843.978515625,17891.103515625,17794.001953125,17819.533203125,0
2025-05-05 14:30:00+00:00,17883.03125,17899.970703125,17805.625,17844.603515625,795693000
2025-05-05 15:30:00+00:00,17912.2265625,17917.23046875,17853.7578125,17883.98828125,650376000
2025-05-05 16:30:00+00:00,17920.044921875,17927.515625,17900.958984375,17912.44921875,543139000
2025-05-05 17:30:00+00:00,17943.400390625,17953.01171875,17917.0234375,17917.333984375,493181000
2025-05-05 18:30:00+00:00,17899.083984375,17965.640625,17895.255859375,17943.115234375,567251000
2025-05-05 19:30:00+00:00,17845.974609375,17918.6640625,17834.560546875,17896.279296875,565957000
2025-05-06 13:30:00+00:00,17722.875,17733.103515625,17594.435546875,17627.412109375,0
2025-05-06 14:30:00+00:00,17767.208984375,17767.40234375,17715.2890625,17725.005859375,789490000
2025-05-06 15:30:00+00:00,17738.671875,17829.73828125,17717.072265625,17767.53515625,704973000
2025-05-06 16:30:00+00:00,17701.513671875,17766.107421875,17687.880859375,17738.640625,579707000
2025-05-06 17:30:00+00:00,17735.810546875,17738.484375,17662.193359375,17701.74609375,565801000
2025-05-06 18:30:00+00:00,17757.166015625,17760.59765625,17721.396484375,17735.451171875,572661000
2025-05-06 19:30:00+00:00,17686.73828125,17777.296875,17686.333984375,17757.39453125,565210000
2025-05-07 13:30:00+00:00,17788.630859375,17793.005859375,17689.275390625,17700.533203125,0
2025-05-07 14:30:00+00:00,17621.203125,17792.865234375,17609.619140625,17788.41796875,939519000
2025-05-07 15:30:00+00:00,17611.802734375,17656.939453125,17601.20703125,17618.419921875,712455000
2025-05-07 16:30:00+00:00,17689.9296875,17703.642578125,17608.76953125,17612.314453125,616585000
2025-05-07 17:30:00+00:00,17576.109375,17692.58984375,17503.013671875,17689.861328125,661075000
2025-05-07 18:30:00+00:00,17581.474609375,17679.68359375,17557.703125,17576.4453125,732719000
2025-05-07 19:30:00+00:00,17735.083984375,17817.0234375,17577.48828125,17581.68359375,734520000
2025-05-08 13:30:00+00:00,17862.955078125,17932.162109375,17805.298828125,17920.892578125,0
2025-05-08 14:30:00+00:00,17945.283203125,17962.921875,17776.423828125,17864.044921875,1057221000
2025-05-08 15:30:00+00:00,18040.826171875,18075.591796875,17920.943359375,17937.056640625,933642000
2025-05-08 16:30:00+00:00,18066.1328125,18095.84375,18038.673828125,18040.453125,651943000
2025-05-08 17:30:00+00:00,18035.94140625,18070.109375,18013.224609375,18066.4375,622733000
2025-05-08 18:30:00+00:00,18080.931640625,18091.455078125,18033.796875,18036.38671875,656146000
2025-05-08 19:30:00+00:00,17925.626953125,18084.541015625,17921.4140625,18082.17578125,631026000
2025-05-09 13:30:00+00:00,17919.111328125,18068.541015625,17905.392578125,18023.12890625,0
2025-05-09 14:30:00+00:00,17925.419921875,17965.51953125,17854.302734375,17916.376953125,1186930000
2025-05-09 15:30:00+00:00,17896.259765625,17954.9140625,17875.431640625,17922.796875,816343000
2025-05-09 16:30:00+00:00,17900.69921875,17918.255859375,17874.998046875,17892.681640625,643188000
2025-05-09 17:30:00+00:00,17915.234375,17947.587890625,17887.31640625,17900.595703125,590214000
2025-05-09 18:30:00+00:00,17943.06640625,17965.9609375,17914.771484375,17915.861328125,670229000
2025-05-09 19:30:00+00:00,17925.759765625,17953.833984375,17920.0625,17943.357421875,641874000
2025-05-12 13:30:00+00:00,18509.853515625,18664.8828125,18502.28515625,18664.8828125,0
2025-05-12 14:30:00+00:00,18551.08203125,18576.01953125,18474.115234375,18515.958984375,1538979000
2025-05-12 15:30:00+00:00,18590.099609375,18601.265625,18530.927734375,18554.0546875,1178961000
2025-05-12 16:30:00+00:00,18664.828125,18693.189453125,18588.56640625,18588.625,776232000
2025-05-12 17:30:00+00:00,18685.330078125,18690.80078125,18659.9296875,18664.943359375,718932000
2025-05-12 18:30:00+00:00,18650.34375,18701.138671875,18643.619140625,18685.927734375,847652000
2025-05-12 19:30:00+00:00,18708.609375,18710.21875,18633.6875,18648.427734375,687236000
2025-05-13 13:30:00+00:00,18954.869140625,18979.162109375,18745.501953125,18760.341796875,0
2025-05-13 14:30:00+00:00,19004.27734375,19011.46875,18928.01171875,18954.513671875,1180246000
2025-05-13 15:30:00+00:00,19021.73046875,19024.83203125,18976.548828125,19001.115234375,847578000
2025-05-13 16:30:00+00:00,19033.591796875,19051.607421875,19007.10546875,19020.4375,661773000
2025-05-13 17:30:00+00:00,19031.236328125,19062.234375,19001.345703125,19033.76171875,653267000
2025-05-13 18:30:00+00:00,19048.251953125,19065.849609375,19007.2578125,19030.927734375,701566000
2025-05-13 19:30:00+00:00,19007.275390625,19064.70703125,18996.375,19044.921875,643229000
2025-05-14 13:30:00+00:00,19092.63671875,19147.78125,19024.236328125,19078.947265625,0
2025-05-14 14:30:00+00:00,19129.689453125,19134.30859375,19055.658203125,19094.97265625,1842245000
2025-05-14 15:30:00+00:00,19146.228515625,19155.505859375,19122.125,19125.7734375,1055866000
2025-05-14 16:30:00+00:00,19075.080078125,19174.548828125,19046.283203125,19146.39453125,960629000
2025-05-14 17:30:00+00:00,19099.74609375,19126.822265625,19073.1796875,19074.921875,882984000
2025-05-14 18:30:00+00:00,19107.2265625,19146.4375,19090.49609375,19098.662109375,842312000
2025-05-14 19:30:00+00:00,19142.990234375,19154.73828125,19085.595703125,19105.25390625,707754000
2025-05-15 13:30:00+00:00,18999.015625,19067.158203125,18975.099609375,19026.6796875,0
2025-05-15 14:30:00+00:00,19102.341796875,19112.84375,18968.197265625,18998.71484375,1361019000
2025-05-15 15:30:00+00:00,19135.42578125,19150.294921875,19081.193359375,19101.193359375,913742000
2025-05-15 16:30:00+00:00,19199.087890625,19207.0234375,19124.53125,19134.09765625,812662000
2025-05-15 17:30:00+00:00,19108.517578125,19199.41796875,19078.87109375,19199.41796875,770652000
2025-05-15 18:30:00+00:00,19025.341796875,19133.458984375,19013.98046875,19109.267578125,752041000
2025-05-15 19:30:00+00:00,19101.48046875,19106.75390625,19031.404296875,19031.509765625,618979000
2025-05-16 13:30:00+00:00,19133.353515625,19170.681640625,19115.46484375,19152.244140625,0
2025-05-16 14:30:00+00:00,19108.611328125,19131.564453125,19039.80078125,19131.564453125,1518319000
2025-05-16 15:30:00+00:00,19146.203125,19157.15234375,19110.53125,19110.53125,1021685000
2025-05-16 16:30:00+00:00,19170.513671875,19172.330078125,19131.986328125,19146.419921875,687523000
2025-05-16 17:30:00+00:00,19174.6015625,19185.8828125,19151.044921875,19170.533203125,677803000
2025-05-16 18:30:00+00:00,19198.896484375,19213.310546875,19170.7109375,19173.05859375,803429000
2025-05-16 19:30:00+00:00,19211.619140625,19211.619140625,19170.8671875,19198.376953125,739322000
2025-05-19 13:30:00+00:00,19098.298828125,19157.4765625,18945.583984375,18946.19140625,0
2025-05-19 14:30:00+00:00,19105.92578125,19130.591796875,19081.0078125,19098.140625,1387974000
2025-05-19 15:30:00+00:00,19165.6484375,19168.396484375,19103.71484375,19106.412109375,924131000
2025-05-19 16:30:00+00:00,19207.806640625,19227.126953125,19144.458984375,19165.705078125,936324000
2025-05-19 17:30:00+00:00,19156.580078125,19222.79296875,19147.890625,19207.623046875,1001278000
